Market,	Sum(Quote amounts),	Sum(Base amounts),	Quote/BTS ticker,	Base/BTS ticker,	Volume in BTS,	Trade count
BRIDGE.BTC/BRIDGE.DKPC,	8603275,	301585595565,	82900.179893390368657,	0,	7132.1304517231,	18
BRIDGE.SHND/BRIDGE.LTC,	44186667,	4971,	0.00000036000000002304,	995.4245096019513782,	0.015907200121018,	1
BRIDGE.BNB/BRIDGE.BTC,	521,	164,	11.250521742945829112,	82900.179893390368657,	0.0058615218280748,	1
BRIDGE.BTC/BRIDGE.CARE,	18748,	2279803935,	82900.179893390368657,	0.0000012,	15.542125726413,	3
BRIDGE.BTC/BRIDGE.SUQA,	3746775,	5751397049,	82900.179893390368657,	0.1,	3106.0832152006,	22
BRIDGE.EBCR/BRIDGE.BTC,	168564147,	27040,	0,	82900.179893390368657,	22.416208643173,	2
BRIDGE.XP/BRIDGE.BTC,	246135520,	372,	0.00015,	82900.179893390368657,	0.36920328,	4
BRIDGE.APR/BRIDGE.BTC,	6059950195,	168314,	0.00037100000000019,	82900.179893390368657,	0.22482415223462,	6
BRIDGE.BTC/BRIDGE.XDNA,	1934914,	3233909668,	82900.179893390368657,	0.11236000000179776,	1604.0471867824,	14
BRIDGE.BTC/BRIDGE.XBI,	1061,	4000048,	82900.179893390368657,	0,	0.87957090866887,	4
BRIDGE.BTC/BRIDGE.ACED,	8323902,	64339296165,	82900.179893390368657,	0,	6900.5297321495,	20
BRIDGE.BTC/BRIDGE.WAGE,	12475,	3534083799,	82900.179893390368657,	0.01943000000018011,	10.3417974417,	2
BRIDGE.BTC/BRIDGE.ROCO,	20161,	150732080,	82900.179893390368657,	0,	16.713505268306,	11
BRIDGE.BTC/BRIDGE.XP,	37755,	13248983260,	82900.179893390368657,	0.00015,	31.29896291875,	1
BRIDGE.FLM/BRIDGE.BTC,	82220707484,	197483,	0.01052700000003866,	82900.179893390368657,	86.553738768725,	8
BRIDGE.XAP/BRIDGE.BTC,	130126022798,	7263383,	0.02,	82900.179893390368657,	2602.52045596,	22
BRIDGE.LUX/BRIDGE.BTC,	18235456516,	19084994,	5.02515000895645048,	82900.179893390368657,	9163.5904474702,	9
BRIDGE.ETH/BRIDGE.BCO,	19925,	100000000,	2890.900005525864995224,	6.88238483424515096,	57.601182610103,	1
BRIDGE.IMPL/BRIDGE.BTC,	1189838241,	40949,	0,	82900.179893390368657,	33.946794664544,	4
BRIDGE.TRTT/BRIDGE.BTC,	10224338823,	1854556,	0.00105700000000102,	82900.179893390368657,	10.807126135921,	7
BRIDGE.BTC/BRIDGE.LTC,	11384925,	770978687,	82900.179893390368657,	995.4245096019513782,	9438.1233057276,	21
BRIDGE.CUX/BRIDGE.BTC,	153333686,	138,	0,	82900.179893390368657,	0.11440224825288,	2
BRIDGE.BTC/BRIDGE.TZC,	85033,	996858793,	82900.179893390368657,	0,	70.492509968747,	2
BRIDGE.NELLA/BRIDGE.BTC,	57742297384,	9566869,	0,	82900.179893390368657,	7930.951611165,	36
BRIDGE.BECN/BRIDGE.BTC,	168739861994,	7998021,	0.00019394879751745,	82900.179893390368657,	3.2726893326997,	39
BRIDGE.BTC/BRIDGE.BEET,	93926116,	15943396657261,	82900.179893390368657,	0.444550149299133,	77864.919130875,	13
BRIDGE.MARC/BTS,	319884006,	6398,	0.00200010000000775,	0,	0.063980000040308,	1
BRIDGE.OYS/BRIDGE.BTC,	240000000,	24,	0.001300000000052,	82900.179893390368657,	0.031200000001248,	2
BRIDGE.BTC/BRIDGE.LUX,	1702850,	1605573565,	82900.179893390368657,	5.02515000895645048,	1411.6657133146,	2
BRIDGE.ITZ/BRIDGE.BTC,	37597500000,	15039,	899.99999,	82900.179893390368657,	3383774.9624025,	3
BRIDGE.GTM/BRIDGE.BTC,	92615751516,	99959545,	0.21834061135371179,	82900.179893390368657,	2022.1779806987,	134
BRIDGE.BTC/BRIDGE.CHEESE,	2826,	114242947,	82900.179893390368657,	0.0005410000000262926,	2.3427590837872,	2
BRIDGE.SHARD/BRIDGE.BTC,	130650796,	74079,	0.040178990007549471,	82900.179893390368657,	5.2494170269624,	4
BTS/BRIDGE.ETH,	78379728,	266991,	0,	2890.900005525864995224,	771.84428337536,	6
BRIDGE.USDT/BRIDGE.BTC,	4027,	10328,	21.73912830824411716754,	82900.179893390368657,	8.7543469697299,	2
BRIDGE.PGN/BRIDGE.RVN,	978736642,	1282145,	0.00121448000020325537,	0.6100099,	118.86560771751,	1
BRIDGE.CDZC/BRIDGE.BTC,	5045762,	8982,	0,	82900.179893390368657,	7.4460941580243,	2
BRIDGE.BTC/BRIDGE.ESCO,	2449311,	55293220790,	82900.179893390368657,	0.17500000000875,	2030.4832251486,	8
BRIDGE.CRCO/BRIDGE.BTC,	26084928994,	4657096,	1.6,	82900.179893390368657,	4173.58863904,	19
BRIDGE.BTC/BRIDGE.BLOCK,	2849070,	2881557073,	82900.179893390368657,	16.6666669027777811,	2361.8841552886,	4
BRIDGE.LTX/BRIDGE.BTC,	4837436260,	1451,	0.0000212,	82900.179893390368657,	0.0102553648712,	2
BRIDGE.VEGI/BRIDGE.BTC,	8933913045,	20548,	0.00468735352020249,	82900.179893390368657,	4.1876408760664,	4
BRIDGE.CIV/BRIDGE.BTC,	58400000,	584,	0.01031000000013464,	82900.179893390368657,	0.060210400000786,	3
BRIDGE.BTC/BRIDGE.BCH,	1216919,	33470474,	82900.179893390368657,	8325.3899082568807339,	1008.8280401568,	1
BRIDGE.XP/BRIDGE.ZNY,	166826431959,	2304062714,	0.00015,	0.2,	250.2396479385,	29
BRIDGE.AXS/BRIDGE.BTC,	7204525971,	55507,	0.00005212,	82900.179893390368657,	0.037549989360852,	12
BRIDGE.ARION/BRIDGE.BTC,	842900000,	8429,	0.00018880000000001,	82900.179893390368657,	0.015913952000001,	5
BRIDGE.XSH/BRIDGE.BTC,	12486000006,	437010,	0.020966000000735906,	82900.179893390368657,	261.78147613498,	11
BRIDGE.XZX/BRIDGE.BTC,	4169866667,	31274,	0.05668934240362811,	82900.179893390368657,	23.638699926304,	1
BRIDGE.PLUS/BRIDGE.BTC,	15352942,	1044,	0.0005001,	82900.179893390368657,	0.00076780062942,	1
BRIDGE.PPI/BRIDGE.BTC,	136752771,	91,	0.01125120000008324,	82900.179893390368657,	0.15386327770866,	2
BRIDGE.SCN/BRIDGE.BTC,	1314881004,	23775,	0,	82900.179893390368657,	19.709517769654,	3
BRIDGE.XXX/BRIDGE.BTC,	20121004503,	20121,	0.00550000000055,	82900.179893390368657,	11.066552477757,	2
BRIDGE.ATHR/BRIDGE.BTC,	111000073958,	475387,	0,	82900.179893390368657,	394.09667818979,	4
BRIDGE.XVG/BRIDGE.BTC,	329635073787,	519760,	0.1251000000063738,	82900.179893390368657,	412.37347732855,	13
BRIDGE.RUPX/BRIDGE.BTC,	7338937323,	37349,	0.00781300000001553,	82900.179893390368657,	5.7339117304713,	3
BRIDGE.POLY/BRIDGE.BTC,	91188142859,	638317,	0.007668709291024135,	82900.179893390368657,	699.29535837405,	13
BRIDGE.BTC/BRIDGE.BIR,	19924702,	31511697513,	82900.179893390368657,	0.011251000000201336,	16517.613801222,	52
BRIDGE.DC/BRIDGE.BTC,	832635,	1,	0.00100110000000046,	82900.179893390368657,	8.3355089850038e-05,	1
BRIDGE.MONK/BRIDGE.BTC,	32415077663,	3618492,	9.99999996761527328,	82900.179893390368657,	32415.077558025,	17
BTS/BRIDGE.BCO,	368338889,	4570401480,	0,	6.88238483424515096,	3145.5261832364,	59
BRIDGE.IC/BRIDGE.BTC,	1853827400,	38022,	1.3999906374974695,	82900.179893390368657,	25.953410035363,	3
RUDEX.BTC/BRIDGE.BTC,	116838,	116257,	84911.5565,	82900.179893390368657,	99.20896438347,	1
BRIDGE.MC/BRIDGE.BTC,	11041836725,	23199,	0,	82900.179893390368657,	19.232012733468,	3
BRIDGE.CFL/BRIDGE.BTC,	8688577073,	2959906,	0.0094249294473343896,	82900.179893390368657,	818.89225910752,	33
BRIDGE.SPD/BRIDGE.BTC,	1178153787,	169422,	0.11111130000032111,	82900.179893390368657,	13.090619887387,	5
BRIDGE.ZNY/BRIDGE.MONA,	304862448,	1829182,	0.2,	9.35,	60.9724896,	1
BRIDGE.QST/BRIDGE.BTC,	408269642,	4343309,	0,	82900.179893390368657,	3600.6109743258,	5
OPEN.BTC/BRIDGE.BTC,	120432,	120125,	83682.00836820083682,	82900.179893390368657,	100.77991631799,	8
BRIDGE.BTCC/BRIDGE.BTC,	3408683719,	1255971,	2.33300004875988739,	82900.179893390368657,	795.2459282634,	13
GDEX.BTC/BRIDGE.BTC,	17036,	16940,	84530.6924053361435106,	82900.179893390368657,	14.400648758173,	6
BRIDGE.STAK/BRIDGE.BTC,	193484965,	51467,	0.000333400000000111,	82900.179893390368657,	0.064507887331021,	4
BRIDGE.BTC/BRIDGE.AEX,	13,	1015671,	82900.179893390368657,	0.00010767531155851,	0.010777023386141,	1
BRIDGE.BTC/BRIDGE.XMR,	2023192,	1572939,	82900.179893390368657,	0,	1677.2298075887,	9
BRIDGE.BTXC/BRIDGE.BTC,	40921252849,	7457266,	0,	82900.179893390368657,	6182.0869291286,	10
BRIDGE.EVOS/BRIDGE.BTC,	462380854899,	33010664,	1,	82900.179893390368657,	46238.0854899,	65
BRIDGE.TDC/BRIDGE.BTC,	31184000000,	31184,	0,	82900.179893390368657,	25.851592097955,	4
BRIDGE.PRJ/BRIDGE.BTC,	229535348496,	1486919,	0,	82900.179893390368657,	1232.658525869,	12
BRIDGE.BTC/BRIDGE.FROST,	147826,	9988242087,	82900.179893390368657,	0.04255317235517161,	122.5480199292,	1
BRIDGE.BTC/BRIDGE.CFUND,	67,	14087091,	82900.179893390368657,	0,	0.055543120528572,	3
BRIDGE.PHR/BRIDGE.BTC,	82170536,	30362,	2.34368000086997401,	82900.179893390368657,	19.258144188397,	1
BRIDGE.MUE/BRIDGE.ZNY,	2454,	73620,	0.2083333333333333333,	0.2,	0.0051125,	1
BRIDGE.BTC/BRIDGE.MERI,	2178267,	3989784816,	82900.179893390368657,	0,	1805.7872615584,	10
BRIDGE.OXID/BRIDGE.BTC,	5942222223,	16167,	0,	82900.179893390368657,	13.402472083364,	5
BRIDGE.ROCO/BRIDGE.BTC,	52114162934,	6752681,	0,	82900.179893390368657,	5597.9846966268,	80
BRIDGE.BCARD/BRIDGE.BTC,	94330000002,	141495,	0,	82900.179893390368657,	117.29960954015,	6
BRIDGE.BTC/BRIDGE.CRCO,	85263,	413095964,	82900.179893390368657,	1.6,	70.683180382501,	2
BRIDGE.FOR/BRIDGE.BTC,	2390303688,	78880,	0.0300000030000003,	82900.179893390368657,	71.709117810912,	3
BRIDGE.WORX/BRIDGE.BTC,	4990000000,	59880,	0.01,	82900.179893390368657,	4.99,	1
USD/BRIDGE.SMART,	882,	588229,	19.55416504,	0.2598001599849385187,	1.724677356528,	2
BRIDGE.OLMP/CNY,	499750000,	1005,	0.00799995540094549,	3.18471338094078683792,	0.39979777116225,	2
BRIDGE.GRLC/BRIDGE.BTC,	6262391088,	43843,	0.00021100000000004,	82900.179893390368657,	0.13213645195683,	2
BRIDGE.ARRR/BRIDGE.BTC,	29514583648,	19125638,	0.008084074373484236,	82900.179893390368657,	238.59808931285,	21
BRIDGE.BTC/BRIDGE.WVC,	25014062,	769654410,	82900.179893390368657,	0,	20736.702396644,	32
BRIDGE.IFX/BRIDGE.BTC,	370873699053,	16406527,	1.92307692307692307,	82900.179893390368657,	71321.8652025,	70
BRIDGE.LOKI/BRIDGE.BTC,	175546904,	654109,	0,	82900.179893390368657,	542.25753769886,	6
BRIDGE.FLN/BRIDGE.BTC,	75991293044,	141847905,	0,	82900.179893390368657,	117592.16842001,	150
BRIDGE.BTC/QUANTSTAMP,	1548762,	1548762,	82900.179893390368657,	0,	1283.9264841205,	4
BRIDGE.ODIN/BRIDGE.BTC,	587629,	57,	0,	82900.179893390368657,	0.047253102539233,	1
BRIDGE.FLX/BRIDGE.BTC,	79166167094,	110511947,	0,	82900.179893390368657,	91614.602866688,	112
BRIDGE.RPI/BRIDGE.BTC,	18240002,	114,	0.5,	82900.179893390368657,	91.20001,	1
BRIDGE.FGC/BRIDGE.BTC,	1092058824,	48269,	0,	82900.179893390368657,	40.015087832741,	2
BRIDGE.MARC/BRIDGE.BTC,	45949201694,	14157284,	0.00200010000000775,	82900.179893390368657,	9.1902998308526,	66
BRIDGE.BTC/BRIDGE.IC,	1020097,	39279010496,	82900.179893390368657,	1.3999906374974695,	845.66224808708,	8
BRIDGE.BTC/BRIDGE.P2P,	4708760,	8922000163,	82900.179893390368657,	0,	3903.570510748,	18
BRIDGE.BTC/BRIDGE.ECA,	14024259,	20069585375,	82900.179893390368657,	0.00325181950328025698,	11626.135939715,	10
BRIDGE.DXC/BRIDGE.BTC,	10514800000,	289157,	0.0090000900009,	82900.179893390368657,	9.4634146341463,	1
BRIDGE.BTC/BRIDGE.SEND,	843714,	3110154858,	82900.179893390368657,	0.016025641025641025,	699.44042378572,	5
BRIDGE.INN/BRIDGE.BTC,	12690193033,	774489,	0.9876222,	82900.179893390368657,	1253.3116361676,	14
BRIDGE.RCO/BRIDGE.BTC,	4034920636,	3174,	0.00071490000000014,	82900.179893390368657,	0.2884564762677,	3
BRIDGE.FOX/BRIDGE.BTC,	2138400000,	5346,	0,	82900.179893390368657,	4.4318436171006,	1
BRIDGE.LOBS/BRIDGE.BTC,	102875951822,	1445648,	0.00100010000000566,	82900.179893390368657,	10.288623941776,	4
BRIDGE.BTC/BRIDGE.CUX,	28251,	31390071970,	82900.179893390368657,	0,	23.420129821682,	1
BRIDGE.WIRE/BRIDGE.BTC,	24375879793,	2717399,	0,	82900.179893390368657,	2252.7286594212,	5
BRIDGE.MNBC/BRIDGE.BTC,	2687790399947,	1653186,	0.0100200000000197,	82900.179893390368657,	269.31659807522,	31
BRIDGE.RAP/BRIDGE.BTC,	5640000000,	4512,	0.00004071,	82900.179893390368657,	0.02296044,	3
BRIDGE.KYD/BRIDGE.BTC,	97057229919,	5376938,	0,	82900.179893390368657,	4457.4912747561,	22
BRIDGE.DMD/BRIDGE.BTC,	1780613,	268,	0,	82900.179893390368657,	0.22217248211429,	2
BRIDGE.XMR/BRIDGE.BTC,	3673847,	4629053,	0,	82900.179893390368657,	3837.4932643604,	4
BRIDGE.REDN/BRIDGE.BTC,	1029090910,	1132,	0,	82900.179893390368657,	0.93843003639318,	1
BRIDGE.PACT/BRIDGE.BTC,	14979835363,	631896,	0,	82900.179893390368657,	523.84292073914,	3
BRIDGE.MNPR/BRIDGE.BTC,	42584559369,	4458501,	0,	82900.179893390368657,	3696.1053495486,	13
BRIDGE.ETH/BRIDGE.BTC,	19080042,	67609963,	2890.900005525864995224,	82900.179893390368657,	55158.493523234,	69
BRIDGE.BTC/BRIDGE.CMOS,	6080842,	973831231242,	82900.179893390368657,	0.00062081883864062,	5041.0289570328,	8
BRIDGE.BTC/BRIDGE.GIN,	35296002,	203346719077,	82900.179893390368657,	0.5100001000046956,	29260.449153175,	133
BRIDGE.MANO/BRIDGE.BTC,	1962894860,	129545,	0.00066670000000036,	82900.179893390368657,	0.13086620031627,	4
BRIDGE.XMCC/BRIDGE.BTC,	6304831719,	230440,	0.05319220000006288,	82900.179893390368657,	33.536786976379,	16
BRIDGE.BTC/BRIDGE.PARQ,	1410629778,	2170377231401,	82900.179893390368657,	0,	1169414.6235917,	349
BRIDGE.WAGE/BRIDGE.BTC,	2121612904,	6577,	0.01943000000018011,	82900.179893390368657,	4.1222938725102,	3
BRIDGE.BTC/BRIDGE.POLIS,	2517066,	1061847584,	82900.179893390368657,	0.11251000000327921,	2086.6522420354,	7
BRIDGE.ZNY/BRIDGE.BTC,	107273009277,	44180454,	0.2,	82900.179893390368657,	21454.6018554,	281
BRIDGE.BTC/BRIDGE.MONK,	2098261,	18731171090,	82900.179893390368657,	9.99999996761527328,	1739.4621436329,	5
BRIDGE.LTC/BRIDGE.BCO,	48,	1143,	995.4245096019513782,	6.88238483424515096,	0.00047780376460894,	2
BRIDGE.PGN/BTS,	27051497,	328535,	0.00121448000020325537,	0,	3.2853502082058,	2
BRIDGE.BTC/BRIDGE.IMPL,	1008730,	25419988578,	82900.179893390368657,	0,	836.2389846386,	9
BRIDGE.DKPC/BRIDGE.BTC,	449049626024,	12283063,	0,	82900.179893390368657,	10182.681323418,	33
BRIDGE.BEET/BRIDGE.BTC,	486198247270,	2239892,	0.444550149299133,	82900.179893390368657,	2161.3950341286,	2
BRIDGE.PGN/BRIDGE.BTC,	72892142624,	12833100,	0.00121448000020325537,	82900.179893390368657,	8852.6049388811,	174
BRIDGE.BTC/GDEX.BTC,	16289863,	16239183,	82900.179893390368657,	84530.6924053361435106,	13504.325731387,	27
BRIDGE.HLX/BRIDGE.BTC,	79154705563,	243990,	0,	82900.179893390368657,	202.26814892188,	7
BRIDGE.TRAID/BRIDGE.BTC,	11280168831,	380909,	0.03125,	82900.179893390368657,	352.50527596875,	15
BRIDGE.BTC/BRIDGE.MIDAS,	76156370,	532363393506,	82900.179893390368657,	0,	63133.767730276,	128
BRIDGE.BTC/BRIDGE.MOBI,	1045398626,	102011824692,	82900.179893390368657,	0,	866637.34155703,	570
BRIDGE.KEC/BRIDGE.BTC,	13726836,	180,	0.00250600000000401,	82900.179893390368657,	0.0034399451016055,	1
BRIDGE.BTC/BRIDGE.LGS,	160056,	769233538,	82900.179893390368657,	0.00200010000000375,	132.68671193016,	3
BRIDGE.BCO/BRIDGE.BTC,	106768521528,	86029154,	6.88238483424515096,	82900.179893390368657,	73482.205333908,	161
BRIDGE.BTC/BRIDGE.BCO,	19969880,	23914826820,	82900.179893390368657,	6.88238483424515096,	16555.066444494,	200
BTS/BRIDGE.SMART,	255259,	982523,	0,	0.2598001599849385187,	2.5525963258888,	1
BRIDGE.BTC/BRIDGE.GBX,	3850205,	8840178575,	82900.179893390368657,	3.00000030000003,	3191.8268712643,	13
BRIDGE.BTC/BRIDGE.NELLA,	519111,	2887171774,	82900.179893390368657,	0,	430.34395284638,	2
BRIDGE.BTC/BRIDGE.CSTL,	1691406,	14128650692,	82900.179893390368657,	0,	1402.1786167276,	5
BRIDGE.BTC/BRIDGE.LPC,	7418820,	32774442407,	82900.179893390368657,	0.50001000003333066,	6150.2151259668,	73
BRIDGE.GBX/BRIDGE.BTC,	3756602690,	1639677,	3.00000030000003,	82900.179893390368657,	1126.9809196981,	10
BRIDGE.BTC/BRIDGE.ARION,	1283385,	91113301979,	82900.179893390368657,	0.00018880000000001,	1063.9284737248,	3
BRIDGE.FLM/BTS,	2467664102,	259771,	0.01052700000003866,	0,	2.5977100001849,	1
BRIDGE.SND/BRIDGE.BTC,	764319372,	29197,	0,	82900.179893390368657,	24.204365523473,	1
BRIDGE.MTAP/BRIDGE.BTC,	9501506500,	18686925,	0,	82900.179893390368657,	15491.494441543,	34
BRIDGE.PHR/BRIDGE.NRG,	4732310,	53252,	2.34368000086997401,	16,	1.1091020304917,	2
BRIDGE.ZNZ/BRIDGE.BTC,	3541999999,	159390,	0,	82900.179893390368657,	132.13459673207,	1
BTS/BRIDGE.BTC,	636041446,	7693221,	0,	82917.3568599207778177,	6379.0155105924,	90
OPEN.ETH/BRIDGE.ETH,	98367,	97529,	2929.272431667277088606,	2890.900005525864995224,	288.14374128582,	5
BRIDGE.EXUS/BRIDGE.BTC,	222962963,	602,	0.00180999999993001,	82917.3568599207778177,	0.040356296301439,	1
BRIDGE.BTC/BRIDGE.TRAID,	22198207,	462582901438,	82917.3568599207778177,	0.03125,	18406.166514694,	12
BRIDGE.MONA/BRIDGE.XP,	39,	168831,	9.35,	0.00015,	0.00036465,	1
BRIDGE.BTC/BRIDGE.DOGEC,	4028038,	18194538273,	82917.3568599207778177,	0.02380970000017001,	3339.9426429132,	17
BRIDGE.POLIS/BRIDGE.BTC,	72725886450,	168683557,	0.11251000000327921,	82917.3568599207778177,	818.2389484728,	40
BRIDGE.LOL/BRIDGE.BTC,	2537142859,	1776,	0.00014996121995,	82917.3568599207778177,	0.0038047303832307,	8
BTS/BRIDGE.LOL,	382,	2547325233,	0,	0.00014996121995,	0.003819999995501,	8
BRIDGE.ADD/BRIDGE.BTC,	134952899362,	7414895,	0,	82917.3568599207778177,	6148.2349479384,	21
BRIDGE.BTC/BRIDGE.WCF,	6773001,	737142147263,	82917.3568599207778177,	0,	5615.993409296,	15
BRIDGE.XMN/BRIDGE.BTC,	18361875000,	58758,	0.0000739,	82917.3568599207778177,	0.13569425625,	3
BRIDGE.LABX/BRIDGE.BTC,	22911968947,	145145043,	0,	82917.3568599207778177,	120350.4332688,	108
BRIDGE.BTC/BRIDGE.MUE,	330000,	67484669,	82917.3568599207778177,	0.2083333333333333333,	273.62727763774,	1
BRIDGE.SNO/BRIDGE.BTC,	3387871895,	509285,	0,	82917.3568599207778177,	422.28566088405,	20
BRIDGE.MNT/BTS,	150500,	301,	0.02,	0,	0.00301,	1
BRIDGE.ALQO/BRIDGE.BTC,	181857478918,	90001622,	0.121513200005831807,	82900.179893390368657,	22098.084208319,	67
BRIDGE.XXX/BTS,	18182,	1,	0.00550000000055,	0,	1.0000100001e-05,	1
BRIDGE.ACED/BRIDGE.BTC,	56900000,	5121,	0,	82900.179893390368657,	4.2453182123405,	1
BRIDGE.BTC/BRIDGE.BECN,	4532500,	91816390690,	82900.179893390368657,	0.00019394879751745,	3757.4506536679,	16
BRIDGE.CHEESE/BRIDGE.BTC,	11935484,	185,	0.0005410000000262926,	82900.179893390368657,	0.064570968443138,	1
BRIDGE.BTC/BRIDGE.MTAP,	25324513,	1910318002,	82900.179893390368657,	0,	20994.066834125,	12
BRIDGE.BTC/BRIDGE.CFL,	5124861,	14094184524,	82900.179893390368657,	0.0094249294473343896,	4248.5189882862,	45
BRIDGE.BIR/BRIDGE.BTC,	50501757967,	31188263,	0.011251000000201336,	82900.179893390368657,	568.19527889688,	96
BRIDGE.LRM/BRIDGE.BTC,	149620806342,	295372752,	0,	82900.179893390368657,	244864.54276406,	194
BRIDGE.BTC/BRIDGE.QBIC,	1005935,	79406835226,	82900.179893390368657,	0.0030120000000453,	833.92192461058,	7
BRIDGE.BTC/BRIDGE.ANDS,	4,	2000920,	82900.179893390368657,	0,	0.0033160071957356,	1
BTS/BRIDGE.CHRT,	49945,	510,	0,	9793.00051066666666666,	0.499443026044,	1
BRIDGE.XORN/BRIDGE.BTC,	5230000000,	55193,	0,	82900.179893390368657,	45.755096288559,	4
BRIDGE.BTC/XBTSX.BTC,	1383288,	1383288,	82900.179893390368657,	82000,	1146.7482404437,	2
BRIDGE.EPIC/BRIDGE.BTC,	95766525513,	4581664,	0.00010110000000001,	82900.179893390368657,	0.96819957293653,	13
BRIDGE.BWK/BRIDGE.BTC,	156873392695,	21858818,	1.4,	82900.179893390368657,	21962.2749773,	36
BRIDGE.PCR/BRIDGE.BTC,	103699266472,	76911225,	0,	82900.179893390368657,	63759.54388321,	50
BRIDGE.BTC/BRIDGE.SPD,	18490,	100002575,	82900.179893390368657,	0.11111130000032111,	15.328243262288,	1
BRIDGE.C2P/BRIDGE.BTC,	26607195129,	139536,	0,	82900.179893390368657,	115.67559501604,	5
BRIDGE.TZC/BRIDGE.BTC,	2773500490,	166410,	0,	82900.179893390368657,	137.95418936059,	1
BRIDGE.ZEC/BRIDGE.BTC,	53423621,	6779617,	0,	82900.179893390368657,	5620.3146890829,	11
BRIDGE.PARQ/BRIDGE.BTC,	222801194008,	139579768,	0,	82900.179893390368657,	115711.87876678,	74
BRIDGE.BTC/BRIDGE.ABET,	104649765,	48835677241,	82900.179893390368657,	0,	86754.84344301,	242
BRIDGE.KLKS/BRIDGE.BTC,	8593006172,	352702,	0.25000010000004,	82900.179893390368657,	214.8252402301,	5
BTS/BRIDGE.BEET,	53218239,	119720513632,	0,	0.444550149299133,	532.21772209274,	3
BRIDGE.BTC/BRIDGE.KLKS,	837328,	17440542995,	82910.5720492396813902,	0.25000010000004,	694.23343472846,	4
BRIDGE.BTC/BRIDGE.USDT,	10881316,	4135227,	82910.5720492396813902,	21.73912830824411716754,	9021.7613420854,	4
BRIDGE.BTC/BRIDGE.FLX,	36969792,	26372056868,	82910.5720492396813902,	0,	30651.866032614,	69
BRIDGE.BTC/BRIDGE.APR,	17386,	591384624,	82910.5720492396813902,	0.00037100000000019,	14.414832056481,	2
BRIDGE.BTC/BRIDGE.ALQO,	5173883,	9833625956,	82910.5720492396813902,	0.121513200005831807,	4289.6959924584,	6
BRIDGE.LTC/BRIDGE.BTC,	4244334483,	61672547,	995.4245096019513782,	82910.5720492396813902,	42249.145713269,	130
BRIDGE.BTC/BRIDGE.GMCN,	56,	92914737,	82910.5720492396813902,	0.00001102,	0.046429920347574,	1
